"","Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","artist_lower","artist_no_featuring_lower","track_lower","track_lower_no_brackets","track_lower_no_schar","track_lower_no_brackets_schar_ws","artist_mbid","artist_lower_no_brackets","artist_lower_no_brackets_schar","artist_lower_no_brackets_schar_ws"
"292","Freeway Featuring Peedi Crakk","Flipside",3,"Flipside","Freeway","Crakk","freeway featuring peedi crakk","freeway","flipside","flipside","flipside","flipside","144165d1-ab52-406c-ad6f-a92ab038c754","freeway featuring peedi crakk","freewayfeaturingpeedicrakk","freewayfeaturingpeedicrakk"
"293","Garbage","Special",13,"Special","Garbage","Garbage","garbage","garbage","special","special","special","special",NA,"garbage","garbage","garbage"
"294","Garth Brooks","Do What You Gotta Do",6,"Do What You Gotta Do","Garth","Brooks","garth brooks","garth brooks","do what you gotta do","do what you gotta do","do what you gotta do","dowhatyougottado","b76645c5-78b0-4e4c-8f95-003f40013a45","garth brooks","garthbrooks","garthbrooks"
"295","Garth Brooks","It's Your Song",1,"It's Your Song","Garth","Brooks","garth brooks","garth brooks","it's your song","it's your song","it s your song","itsyoursong","b76645c5-78b0-4e4c-8f95-003f40013a45","garth brooks","garthbrooks","garthbrooks"
"296","Garth Brooks","Wrapped Up In You",20,"Wrapped Up In You","Garth","Brooks","garth brooks","garth brooks","wrapped up in you","wrapped up in you","wrapped up in you","wrappedupinyou","b76645c5-78b0-4e4c-8f95-003f40013a45","garth brooks","garthbrooks","garthbrooks"
"297","Garth Brooks as Chris Gaines","Lost In You",10,"Lost In You","Garth","Gaines","garth brooks as chris gaines","garth brooks as chris gaines","lost in you","lost in you","lost in you","lostinyou",NA,"garth brooks as chris gaines","garthbrooksaschrisgaines","garthbrooksaschrisgaines"
"298","George Strait","Cowboys Like Us",19,"Cowboys Like Us","George","Strait","george strait","george strait","cowboys like us","cowboys like us","cowboys like us","cowboyslikeus","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"299","George Strait","Desperately",14,"Desperately","George","Strait","george strait","george strait","desperately","desperately","desperately","desperately","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"300","George Strait","Go On",20,"Go On","George","Strait","george strait","george strait","go on","go on","go on","goon","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"301","George Strait","I Hate Everything",20,"I Hate Everything","George","Strait","george strait","george strait","i hate everything","i hate everything","i hate everything","ihateeverything","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"302","George Strait","If You Can Do Anything Else",18,"If You Can Do Anything Else","George","Strait","george strait","george strait","if you can do anything else","if you can do anything else","if you can do anything else","ifyoucandoanythingelse","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"303","George Strait","Living And Living Well",20,"Living And Living Well","George","Strait","george strait","george strait","living and living well","living and living well","living and living well","livingandlivingwell","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"304","George Strait","Meanwhile",12,"Meanwhile","George","Strait","george strait","george strait","meanwhile","meanwhile","meanwhile","meanwhile","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"305","George Strait","Run",20,"Run","George","Strait","george strait","george strait","run","run","run","run","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"306","George Strait","She'll Leave You With A Smile",20,"She'll Leave You With A Smile","George","Strait","george strait","george strait","she'll leave you with a smile","she'll leave you with a smile","she ll leave you with a smile","shellleaveyouwithasmile","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"307","George Strait","Tell Me Something Bad About Tulsa",7,"Tell Me Something Bad About Tulsa","George","Strait","george strait","george strait","tell me something bad about tulsa","tell me something bad about tulsa","tell me something bad about tulsa","tellmesomethingbadabouttulsa","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"308","George Strait","The Best Day",20,"The Best Day","George","Strait","george strait","george strait","the best day","the best day","the best day","thebestday","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"309","George Strait","We Really Shouldn't Be Doing This",1,"We Really Shouldn't Be Doing This","George","Strait","george strait","george strait","we really shouldn't be doing this","we really shouldn't be doing this","we really shouldn t be doing this","wereallyshouldntbedoingthis","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"310","George Strait","What Do You Say To That",16,"What Do You Say To That","George","Strait","george strait","george strait","what do you say to that","what do you say to that","what do you say to that","whatdoyousaytothat","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"311","George Strait","Write This Down",20,"Write This Down","George","Strait","george strait","george strait","write this down","write this down","write this down","writethisdown","5ab2cf34-517e-48eb-b3a5-34e1cbcd600a","george strait","georgestrait","georgestrait"
"312","Gerald Levert","Baby U Are",5,"Baby U Are","Gerald","Levert","gerald levert","gerald levert","baby u are","baby u are","baby u are","babyuare","bf88f954-bc38-429f-a049-74ffa7c27b52","gerald levert","geraldlevert","geraldlevert"
"313","Gerald Levert","Mr. Too Damn Good",8,"Mr. Too Damn Good","Gerald","Levert","gerald levert","gerald levert","mr. too damn good","mr. too damn good","mr  too damn good","mrtoodamngood","bf88f954-bc38-429f-a049-74ffa7c27b52","gerald levert","geraldlevert","geraldlevert"
"314","Gerald Levert","Taking Everything",12,"Taking Everything","Gerald","Levert","gerald levert","gerald levert","taking everything","taking everything","taking everything","takingeverything","bf88f954-bc38-429f-a049-74ffa7c27b52","gerald levert","geraldlevert","geraldlevert"
"315","Gigi D'Agostino","I'll Fly With You (L'amour Toujours)",13,"I'll Fly With You ","Gigi","Agostino","gigi d'agostino","gigi d'agostino","i'll fly with you (l'amour toujours)","i'll fly with you ","i ll fly with you ","illflywithyou","57c1e5ea-e08f-413a-bcb1-f4e4b675bead","gigi d'agostino","gigidagostino","gigidagostino"
"316","Ginuwine","Differences",30,"Differences","Ginuwine","Ginuwine","ginuwine","ginuwine","differences","differences","differences","differences","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine","ginuwine","ginuwine"
"317","Ginuwine","In Those Jeans",20,"In Those Jeans","Ginuwine","Ginuwine","ginuwine","ginuwine","in those jeans","in those jeans","in those jeans","inthosejeans","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine","ginuwine","ginuwine"
"318","Ginuwine","Love You More",16,"Love You More","Ginuwine","Ginuwine","ginuwine","ginuwine","love you more","love you more","love you more","loveyoumore","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine","ginuwine","ginuwine"
"319","Ginuwine","Stingy",20,"Stingy","Ginuwine","Ginuwine","ginuwine","ginuwine","stingy","stingy","stingy","stingy","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine","ginuwine","ginuwine"
"320","Ginuwine","There It Is",10,"There It Is","Ginuwine","Ginuwine","ginuwine","ginuwine","there it is","there it is","there it is","thereitis","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine","ginuwine","ginuwine"
"321","Ginuwine, R.L., Tyrese, Case","The Best Man I Can Be",12,"The Best Man I Can Be","Ginuwine","Case","ginuwine, r.l., tyrese, case","ginuwine","the best man i can be","the best man i can be","the best man i can be","thebestmanicanbe","9e5fd95d-c0c1-412c-be11-06e7fbe99556","ginuwine, r.l., tyrese, case","ginuwinerltyresecase","ginuwinerltyresecase"
"322","Glenn Lewis","Don't You Forget It",20,"Don't You Forget It","Glenn","Lewis","glenn lewis","glenn lewis","don't you forget it","don't you forget it","don t you forget it","dontyouforgetit","a717be4f-8b3d-4355-b33c-2b84f88fe40d","glenn lewis","glennlewis","glennlewis"
"323","Gloria Estefan","No Me Dejes De Querer",1,"No Me Dejes De Querer","Gloria","Estefan","gloria estefan","gloria estefan","no me dejes de querer","no me dejes de querer","no me dejes de querer","nomedejesdequerer","becd8cc6-a453-4183-af88-dedaaec859a6","gloria estefan","gloriaestefan","gloriaestefan"
"324","Goo Goo Dolls","Big Machine",6,"Big Machine","Goo","Dolls","goo goo dolls","goo goo dolls","big machine","big machine","big machine","bigmachine","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"325","Goo Goo Dolls","Black Balloon",34,"Black Balloon","Goo","Dolls","goo goo dolls","goo goo dolls","black balloon","black balloon","black balloon","blackballoon","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"326","Goo Goo Dolls","Broadway",20,"Broadway","Goo","Dolls","goo goo dolls","goo goo dolls","broadway","broadway","broadway","broadway","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"327","Goo Goo Dolls","Give A Little Bit",5,"Give A Little Bit","Goo","Dolls","goo goo dolls","goo goo dolls","give a little bit","give a little bit","give a little bit","givealittlebit","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"328","Goo Goo Dolls","Here Is Gone",20,"Here Is Gone","Goo","Dolls","goo goo dolls","goo goo dolls","here is gone","here is gone","here is gone","hereisgone","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"329","Goo Goo Dolls","Iris",10,"Iris","Goo","Dolls","goo goo dolls","goo goo dolls","iris","iris","iris","iris","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"330","Goo Goo Dolls","Slide",31,"Slide","Goo","Dolls","goo goo dolls","goo goo dolls","slide","slide","slide","slide","e2c00c56-8365-4160-9f40-a64682917633","goo goo dolls","googoodolls","googoodolls"
"331","Good Charlotte","Girls And Boys",13,"Girls And Boys","Good","Charlotte","good charlotte","good charlotte","girls and boys","girls and boys","girls and boys","girlsandboys","95695676-369f-4f65-abd9-4f69cc42b8e9","good charlotte","goodcharlotte","goodcharlotte"
"332","Good Charlotte","Lifestyles Of The Rich And Famous",20,"Lifestyles Of The Rich And Famous","Good","Charlotte","good charlotte","good charlotte","lifestyles of the rich and famous","lifestyles of the rich and famous","lifestyles of the rich and famous","lifestylesoftherichandfamous","95695676-369f-4f65-abd9-4f69cc42b8e9","good charlotte","goodcharlotte","goodcharlotte"
"333","Good Charlotte","The Anthem",11,"The Anthem","Good","Charlotte","good charlotte","good charlotte","the anthem","the anthem","the anthem","theanthem","95695676-369f-4f65-abd9-4f69cc42b8e9","good charlotte","goodcharlotte","goodcharlotte"
"334","Green Day","American Idiot",19,"American Idiot","Green","Day","green day","green day","american idiot","american idiot","american idiot","americanidiot",NA,"green day","greenday","greenday"
"335","Green Day","Boulevard Of Broken Dreams",5,"Boulevard Of Broken Dreams","Green","Day","green day","green day","boulevard of broken dreams","boulevard of broken dreams","boulevard of broken dreams","boulevardofbrokendreams",NA,"green day","greenday","greenday"
"336","Guy","Dancin'",11,"Dancin'","Guy","Guy","guy","guy","dancin'","dancin'","dancin ","dancin","4336a134-d091-4e54-9967-c7c433db6d4e","guy","guy","guy"
"337","Hanson","This Time Around",7,"This Time Around","Hanson","Hanson","hanson","hanson","this time around","this time around","this time around","thistimearound",NA,"hanson","hanson","hanson"
"338","Hole","Celebrity Skin",5,"Celebrity Skin","Hole","Hole","hole","hole","celebrity skin","celebrity skin","celebrity skin","celebrityskin","1e3c1562-c498-44f0-9fcf-fa97f2e4d396","hole","hole","hole"
"339","Hole","Malibu",3,"Malibu","Hole","Hole","hole","hole","malibu","malibu","malibu","malibu","1e3c1562-c498-44f0-9fcf-fa97f2e4d396","hole","hole","hole"
"340","Houston Featuring Chingy, Nate Dogg & I-20","I Like That",20,"I Like That","Houston","20","houston featuring chingy, nate dogg & i-20","houston","i like that","i like that","i like that","ilikethat","0307edfc-437c-4b48-8700-80680e66a228","houston featuring chingy, nate dogg & i-20","houstonfeaturingchingynatedoggi20","houstonfeaturingchingynatedoggi20"
"341","Ice Cube Featuring Mack 10 & Ms. Toi","You Can Do It",12,"You Can Do It","Ice","Toi","ice cube featuring mack 10 & ms. toi","ice cube","you can do it","you can do it","you can do it","youcandoit","1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2","ice cube featuring mack 10 & ms. toi","icecubefeaturingmack10mstoi","icecubefeaturingmack10mstoi"
"342","Ice Cube Featuring Mr. Short Khop","Pushin' Weight",10,"Pushin' Weight","Ice","Khop","ice cube featuring mr. short khop","ice cube","pushin' weight","pushin' weight","pushin  weight","pushinweight","1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2","ice cube featuring mr. short khop","icecubefeaturingmrshortkhop","icecubefeaturingmrshortkhop"
"343","iio","Rapture (Tastes So Sweet)",15,"Rapture ","iio","iio","iio","iio","rapture (tastes so sweet)","rapture ","rapture ","rapture","c46353d9-8130-4208-ba97-2481933e509e","iio","iio","iio"
"344","Incubus","Drive",39,"Drive","Incubus","Incubus","incubus","incubus","drive","drive","drive","drive","381178df-339f-447a-a68b-e4ef306b3da1","incubus","incubus","incubus"
"345","Incubus","Megalomaniac",20,"Megalomaniac","Incubus","Incubus","incubus","incubus","megalomaniac","megalomaniac","megalomaniac","megalomaniac","381178df-339f-447a-a68b-e4ef306b3da1","incubus","incubus","incubus"
"346","Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita","Down 4 U",20,"Down 4 U","Irv","Vita","irv gotti presents the inc. featuring ja rule, ashanti, charli baltimore & vita","irv gotti presents the inc.","down 4 u","down 4 u","down 4 u","down4u",NA,"irv gotti presents the inc. featuring ja rule, ashanti, charli baltimore & vita","irvgottipresentstheincfeaturingjaruleashanticharlibaltimorevita","irvgottipresentstheincfeaturingjaruleashanticharlibaltimorevita"
"347","Ja Rule","Clap Back",10,"Clap Back","Ja","Rule","ja rule","ja rule","clap back","clap back","clap back","clapback","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule","jarule","jarule"
"348","Ja Rule Featuring Ashanti","Mesmerize",20,"Mesmerize","Ja","Ashanti","ja rule featuring ashanti","ja rule","mesmerize","mesmerize","mesmerize","mesmerize","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule featuring ashanti","jarulefeaturingashanti","jarulefeaturingashanti"
"349","Ja Rule Featuring Bobby Brown","Thug Lovin'",10,"Thug Lovin'","Ja","Brown","ja rule featuring bobby brown","ja rule","thug lovin'","thug lovin'","thug lovin ","thuglovin","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule featuring bobby brown","jarulefeaturingbobbybrown","jarulefeaturingbobbybrown"
"350","Ja Rule Featuring Charli ""Chuck"" Baltimore","Down A** Chick",19,"Down A** Chick","Ja","Baltimore","ja rule featuring charli ""chuck"" baltimore","ja rule","down a** chick","down a** chick","down a   chick","downachick","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule featuring charli ""chuck"" baltimore","jarulefeaturingcharlichuckbaltimore","jarulefeaturingcharlichuckbaltimore"
"351","Ja Rule Featuring Fat Joe & Jadakiss","New York",6,"New York","Ja","Jadakiss","ja rule featuring fat joe & jadakiss","ja rule","new york","new york","new york","newyork","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule featuring fat joe & jadakiss","jarulefeaturingfatjoejadakiss","jarulefeaturingfatjoejadakiss"
"352","Ja Rule Featuring R. Kelly & Ashanti","Wonderful",11,"Wonderful","Ja","Ashanti","ja rule featuring r. kelly & ashanti","ja rule","wonderful","wonderful","wonderful","wonderful","b504f625-4ef6-4a5a-81e8-870a61e8dc9c","ja rule featuring r. kelly & ashanti","jarulefeaturingrkellyashanti","jarulefeaturingrkellyashanti"
